Latitude,Longitude,Id,StarkeyTime,Species
45.2842594231305,-118.571510859029,OSUX89136,172448052,C
45.2843067351386,-118.568069355077,OSUX89136,172451812,C
45.2840052625866,-118.570356242641,OSUX89136,172455635,C
45.2832164585235,-118.568804366684,OSUX89136,172463229,C
45.2850955487824,-118.569621251262,OSUX89136,172466868,C
45.2837195379502,-118.571495949556,OSUX89136,172470639,C
45.2840157775475,-118.569591467714,OSUX89136,172474598,C
45.2842752053175,-118.570363691994,OSUX89136,172479624,C
45.2847835142553,-118.572672945884,OSUX89136,172498294,C
45.274832457985,-118.569720701527,OSUX89136,172502007,C
45.2723292676577,-118.575006034227,OSUX89136,172505588,C
45.2743883781143,-118.582329893986,OSUX89136,172509258,C
45.2727952004292,-118.580373324654,OSUX89136,172512798,C
45.2727899085079,-118.58075563483,OSUX89136,172516444,C
45.2730651423921,-118.580380818585,OSUX89136,172520209,C
45.2739119772145,-118.577727076103,OSUX89136,172552929,C
45.2734090383055,-118.575035908323,OSUX89136,172557593,C
45.272863878997,-118.575403282722,OSUX89136,172561279,C
45.2734143111371,-118.574653592936,OSUX89136,172565731,C
45.2731496399496,-118.574263812384,OSUX89136,172570327,C
45.2734195826895,-118.574271277445,OSUX89136,172575107,C
45.2734353896711,-118.573124330335,OSUX89136,172580044,C
45.2734090383055,-118.575035908323,OSUX89136,172583644,C
45.2731232696419,-118.576175379732,OSUX89136,172587004,C
45.2733773744513,-118.57732979842,OSUX89136,172590666,C
45.2731443684465,-118.574646126065,OSUX89136,172594276,C
45.273684253814,-118.574661059913,OSUX89136,172597876,C
45.2739594681281,-118.574286207882,OSUX89136,172601390,C
45.2739594681281,-118.574286207882,OSUX89136,172604863,C
45.2739541964771,-118.574668526996,OSUX89136,172608377,C
45.2745204277176,-118.57277184674,OSUX89136,172612071,C
45.2769288370553,-118.57436833284,OSUX89136,172616253,C
45.2762938584613,-118.581235421369,OSUX89136,172619977,C
45.276357300158,-118.576647410986,OSUX89136,172623582,C
45.276399492272,-118.573588728931,OSUX89136,172627418,C
45.276685236026,-118.572449178688,OSUX89136,172631156,C
45.2761137372856,-118.574728267461,OSUX89136,172635100,C
45.2741977614349,-118.576587597225,OSUX89136,172638830,C
45.2750339669915,-118.574698396383,OSUX89136,172642490,C
45.2745098931732,-118.573536492952,OSUX89136,172645917,C
45.2745151610851,-118.573154169899,OSUX89136,172650159,C
45.2747745667025,-118.573926279677,OSUX89136,172654855,C
45.2745151610851,-118.573154169899,OSUX89136,172659466,C
45.2745098931732,-118.573536492952,OSUX89136,172664265,C
45.2739647384999,-118.573903888662,OSUX89136,172668634,C
45.2728691530091,-118.575020971064,OSUX89136,172672244,C
45.2722870405325,-118.578064495557,OSUX89136,172675944,C
45.2731390956642,-118.57502843964,OSUX89136,172679645,C
45.2731338216027,-118.57541075311,OSUX89136,172683152,C
45.2734037641946,-118.575418223603,OSUX89136,172686600,C
45.2734090383055,-118.575035908323,OSUX89136,172690185,C
45.2733984888044,-118.575800538778,OSUX89136,172693836,C
45.2761453503699,-118.572434264252,OSUX89136,172697507,C
45.2755896641695,-118.573566341449,OSUX89136,172701034,C
45.2731443684465,-118.574646126065,OSUX89136,172704983,C
45.2739594681281,-118.574286207882,OSUX89136,172709367,C
45.2731338216027,-118.57541075311,OSUX89136,172713675,C
45.2733879341864,-118.576565168811,OSUX89136,172718655,C
45.2746847938798,-118.5804257844,OSUX89136,172723701,C
45.2731338216027,-118.57541075311,OSUX89136,172727682,C
45.2731390956642,-118.57502843964,OSUX89136,172731497,C
45.2728796971958,-118.57425634743,OSUX89136,172735653,C
45.2731443684465,-118.574646126065,OSUX89136,172740310,C
45.2731549101733,-118.573881498598,OSUX89136,172745023,C
45.2728586037056,-118.575785594275,OSUX89136,172749453,C
45.2728691530091,-118.575020971064,OSUX89136,172753714,C
45.2725728277341,-118.576925050772,OSUX89136,172757346,C
45.2743830794994,-118.582712214499,OSUX89136,172761145,C
45.275452244283,-118.58350689207,OSUX89136,172768450,C
45.2751716963582,-118.584264033842,OSUX89136,172771882,C
45.2759762150363,-118.584668904004,OSUX89136,172775522,C
45.2765001736242,-118.585830937143,OSUX89136,172779135,C
45.2767754239958,-118.585456121954,OSUX89136,172783027,C
45.2775958623405,-118.584713996369,OSUX89136,172786409,C
45.2773312267152,-118.584324140804,OSUX89136,172790698,C
45.2765585049723,-118.581625255622,OSUX89136,172794917,C
45.2776858836611,-118.578214172742,OSUX89136,172798861,C
45.2779716735535,-118.577074621399,OSUX89136,172802502,C
45.2808987454461,-118.580215824098,OSUX89136,172806334,C
45.2803535701783,-118.580583194815,OSUX89136,172809792,C
45.2798242695632,-118.57980348647,OSUX89136,172816568,C
45.2800889205669,-118.580193338831,OSUX89136,172824597,C
45.279818978913,-118.580185843954,OSUX89136,172828739,C
45.2800836285876,-118.58057569802,OSUX89136,172837173,C
45.2798242695632,-118.57980348647,OSUX89136,172841331,C
45.2798242695632,-118.57980348647,OSUX89136,172845155,C
45.2820102388426,-118.577951572481,OSUX89136,172848675,C
45.2842172809897,-118.574569966481,OSUX89136,172852323,C
45.284481949589,-118.574959825641,OSUX89136,172859569,C
45.2841961792057,-118.576099517671,OSUX89136,172863082,C
45.2839262372144,-118.576092041136,OSUX89136,172866822,C
45.2839315145306,-118.575709655309,OSUX89136,172871405,C
45.2842067326572,-118.575334742287,OSUX89136,172875215,C
45.2839315145306,-118.575709655309,OSUX89136,172878813,C
45.2836668484632,-118.575319796572,OSUX89136,172880263,C
45.2847518917009,-118.574967296951,OSUX89136,172883857,C
45.2860487929444,-118.578828655683,OSUX89136,172887660,C
45.2846885083784,-118.579555987662,OSUX89136,172891275,C
45.2870968109163,-118.581153055356,OSUX89136,172894864,C
45.2876313973417,-118.581550467908,OSUX89136,172898280,C
45.2873720466957,-118.580778148713,OSUX89136,172901614,C
45.2876419879141,-118.580785648372,OSUX89136,172905077,C
45.2873773400125,-118.580395740598,OSUX89136,172913431,C
45.2879013384472,-118.581557971298,OSUX89136,172917630,C
45.287366752099,-118.581160556722,OSUX89136,172922487,C
45.2870968109163,-118.581153055356,OSUX89136,172926716,C
45.2870968109163,-118.581153055356,OSUX89136,172930180,C
45.2881659822337,-118.581947888028,OSUX89136,172933940,C
45.2857471047964,-118.58111555012,OSUX89136,172937556,C
45.2841380437219,-118.580305774711,OSUX89136,172941193,C
45.2841274569975,-118.58107054734,OSUX89136,172944622,C
45.2841380437219,-118.580305774711,OSUX89136,172948546,C
45.2838628096019,-118.580680662798,OSUX89136,172952162,C
45.2822484533023,-118.580253301664,OSUX89136,172956094,C
45.2828042060941,-118.579121160874,OSUX89136,172959987,C
45.2825289758434,-118.579496046186,OSUX89136,172963879,C
45.2827936275432,-118.579885916019,OSUX89136,172967729,C
45.2846726337535,-118.580703157956,OSUX89136,172971779,C
45.2872871795656,-118.586896664096,OSUX89136,172975783,C
45.2953747518719,-118.587887491448,OSUX89136,172979393,C
45.2960894479571,-118.575281187456,OSUX89136,172983067,C
45.2974497060269,-118.574553614135,OSUX89136,172986503,C
45.2971639367753,-118.575693566382,OSUX89136,172989972,C
45.2968887169392,-118.576068561336,OSUX89136,172993632,C
45.2979895891115,-118.57456855976,OSUX89136,172997954,C
45.2971903098548,-118.573781191017,OSUX89136,173007900,C
45.297137531688,-118.577605939102,OSUX89136,173012917,C
45.2966187755462,-118.576061081641,OSUX89136,173016661,C
45.297137531688,-118.577605939102,OSUX89136,173020488,C
