Latitude,Longitude,Id,StarkeyTime,Species
45.272071204294,-118.534458959693,OSUX89141,172433229,C
45.2859106329692,-118.569261189722,OSUX89141,172440747,C
45.2856301771815,-118.570018542057,OSUX89141,172444581,C
45.2845609188517,-118.569223968032,OSUX89141,172448462,C
45.2845766781509,-118.568076793663,OSUX89141,172452272,C
45.2842909759869,-118.56921652401,OSUX89141,172456030,C
45.2845609188517,-118.569223968032,OSUX89141,172459847,C
45.2842857203769,-118.569598913443,OSUX89141,172467288,C
45.2842909759869,-118.56921652401,OSUX89141,172471039,C
45.2845871779515,-118.567312010224,OSUX89141,172475138,C
45.2839947425068,-118.571121017146,OSUX89141,172485135,C
45.2842752053175,-118.570363691994,OSUX89141,172490124,C
45.2839947425068,-118.571121017146,OSUX89141,172494841,C
45.2824171336667,-118.568017287925,OSUX89141,172498693,C
45.2819244517795,-118.564561046841,OSUX89141,172502408,C
45.2816545081876,-118.564553625615,OSUX89141,172506046,C
45.2819349275637,-118.563796297752,OSUX89141,172509645,C
45.2819349275637,-118.563796297752,OSUX89141,172513186,C
45.2814002760447,-118.563399091574,OSUX89141,172516902,C
45.2816545081876,-118.564553625615,OSUX89141,172520604,C
45.2810884098442,-118.566450627186,OSUX89141,172546142,C
45.2810779164396,-118.567215363933,OSUX89141,172549803,C
45.2799245488056,-118.572538674169,OSUX89141,172553293,C
45.2805170280751,-118.568729954589,OSUX89141,172557976,C
45.280786971182,-118.568737395324,OSUX89141,172561683,C
45.2805065195119,-118.569494682826,OSUX89141,172566174,C
45.280786971182,-118.568737395324,OSUX89141,172575641,C
45.2805065195119,-118.569494682826,OSUX89141,172580511,C
45.2799298138651,-118.572156314569,OSUX89141,172583995,C
45.2839947425068,-118.571121017146,OSUX89141,172587447,C
45.2815547338821,-118.571818686562,OSUX89141,172591071,C
45.281559996678,-118.571436315881,OSUX89141,172594708,C
45.2818299393852,-118.571443769721,OSUX89141,172598232,C
45.2818299393852,-118.571443769721,OSUX89141,172601821,C
45.2837353198418,-118.570348793393,OSUX89141,172605256,C
45.2799245488056,-118.572538674169,OSUX89141,172608769,C
45.2847993082557,-118.571525768925,OSUX89141,172612521,C
45.2845241023622,-118.571900704537,OSUX89141,172616688,C
45.2839736869903,-118.57265056489,OSUX89141,172620392,C
45.284254159842,-118.57189324783,OSUX89141,172623998,C
45.284254159842,-118.57189324783,OSUX89141,172631516,C
45.2772251216271,-118.572464093546,OSUX89141,172635425,C
45.2774845313367,-118.573236237407,OSUX89141,172639161,C
45.2796546061497,-118.572531215631,OSUX89141,172642840,C
45.2777755352239,-118.571714318509,OSUX89141,172646264,C
45.2772356494809,-118.571699410475,OSUX89141,172650626,C
45.2772356494809,-118.571699410475,OSUX89141,172655322,C
45.2777755352239,-118.571714318509,OSUX89141,172659890,C
45.2778018329609,-118.569802590869,OSUX89141,172664789,C
45.2796546061497,-118.572531215631,OSUX89141,172669039,C
45.2750866279061,-118.570875128044,OSUX89141,172672672,C
45.275133913346,-118.567434177527,OSUX89141,172676373,C
45.2748639698026,-118.567426744435,OSUX89141,172680072,C
45.2745625147227,-118.569713257673,OSUX89141,172683569,C
45.2742873150978,-118.570088136116,OSUX89141,172686977,C
45.2742925714467,-118.569705813925,OSUX89141,172690575,C
45.2746097647359,-118.566272336917,OSUX89141,172694225,C
