Latitude,Longitude,Id,StarkeyTime,Species
45.2842594231305,-118.571510859029,OSUX83041,172461532,C
45.2842594231305,-118.571510859029,OSUX83041,172465402,C
45.2834443321987,-118.571870878342,OSUX83041,172469147,C
45.2853233990297,-118.572687867075,OSUX83041,172482634,C
45.2837142747602,-118.571878334733,OSUX83041,172492529,C
45.2828939171108,-118.572620725042,OSUX83041,172496744,C
45.2793372212537,-118.575964956229,OSUX83041,172500434,C
45.2828622966283,-118.574915000002,OSUX83041,172504095,C
45.2828570220689,-118.575297378792,OSUX83041,172507691,C
45.2825765270511,-118.576054660049,OSUX83041,172511374,C
45.28258707991,-118.57528990641,OSUX83041,172514897,C
45.2823171377372,-118.575282434134,OSUX83041,172518690,C
45.2823171377372,-118.575282434134,OSUX83041,172522481,C
45.2865622229578,-118.580755650372,OSUX83041,172551487,C
45.2876261001357,-118.581932877517,OSUX83041,172556093,C
45.2873508606297,-118.58230778011,OSUX83041,172559758,C
45.2876261001357,-118.581932877517,OSUX83041,172563841,C
45.2873508606297,-118.58230778011,OSUX83041,172568420,C
45.2876208016498,-118.582315287019,OSUX83041,172578037,C
45.2873614562224,-118.581542964624,OSUX83041,172582167,C
45.2868109785482,-118.582292766611,OSUX83041,172585525,C
45.2870756199293,-118.582682679079,OSUX83041,172589087,C
45.2870756199293,-118.582682679079,OSUX83041,172592828,C
45.2870809195958,-118.582300273307,OSUX83041,172596351,C
45.2870809195958,-118.582300273307,OSUX83041,172599860,C
45.2862604960962,-118.583042554099,OSUX83041,172603306,C
45.2854294576929,-118.584549602513,OSUX83041,172606872,C
45.2867685457774,-118.585351995306,OSUX83041,172610387,C
45.2865304370722,-118.583050064208,OSUX83041,172614088,C
45.2862604960962,-118.583042554099,OSUX83041,172618393,C
45.2865092208854,-118.584579671306,OSUX83041,172621946,C
45.2883243831549,-118.589986084835,OSUX83041,172625766,C
45.2953587906489,-118.589034872557,OSUX83041,172629535,C
45.2940356860283,-118.587084912502,OSUX83041,172633460,C
45.2951420096457,-118.585202742447,OSUX83041,172637245,C
45.2928765113797,-118.573279254575,OSUX83041,172644375,C
45.2961052712124,-118.574133783996,OSUX83041,172657520,C
45.2961052712124,-118.574133783996,OSUX83041,172662231,C
45.2960947236558,-118.574898719742,OSUX83041,172667083,C
45.2988099596182,-118.573826006766,OSUX83041,172670748,C
45.294125867575,-118.580583218605,OSUX83041,172674343,C
45.2938612198638,-118.580193266485,OSUX83041,172678122,C
45.2935912788634,-118.580185768011,OSUX83041,172685179,C
45.2938612198638,-118.580193266485,OSUX83041,172688543,C
45.2949303955992,-118.580988179295,OSUX83041,172692135,C
45.294660454753,-118.580980676769,OSUX83041,172695924,C
45.2941205730194,-118.580965672037,OSUX83041,172699527,C
45.294406393868,-118.579825808295,OSUX83041,172703256,C
45.2938612198638,-118.580193266485,OSUX83041,172707509,C
45.2946657494077,-118.580598219711,OSUX83041,172711837,C
45.2950413155457,-118.57295652073,OSUX83041,172729751,C
45.2953112574163,-118.572963985285,OSUX83041,172743111,C
45.2950255044048,-118.574103903382,OSUX83041,172755756,C
45.2966187755462,-118.576061081641,OSUX83041,172759539,C
45.2973969017597,-118.578378378236,OSUX83041,172763286,C
45.296851732239,-118.578745868968,OSUX83041,172767084,C
45.2973969017597,-118.578378378236,OSUX83041,172770385,C
45.2977249210104,-118.574178608089,OSUX83041,172773957,C
45.2955390098365,-118.576031163916,OSUX83041,172777526,C
45.2955442879969,-118.57564870004,OSUX83041,172781339,C
45.3053149021809,-118.572092657755,OSUX83041,172789043,C
45.3053096350484,-118.57247518798,OSUX83041,172793235,C
45.3063630448888,-118.574417734209,OSUX83041,172797221,C
45.3050344252251,-118.572850251448,OSUX83041,172800965,C
45.3055584949599,-118.574012780023,OSUX83041,172808379,C
45.3068976520499,-118.574815223664,OSUX83041,172811649,C
45.3052990969413,-118.573240248113,OSUX83041,172814986,C
45.3053043666352,-118.5728577181,OSUX83041,172818543,C
45.3046905929293,-118.578198144675,OSUX83041,172822639,C
45.3055848436758,-118.572100120883,OSUX83041,172827068,C
45.3052990969413,-118.573240248113,OSUX83041,172831076,C
45.305590109577,-118.571717588738,OSUX83041,172835473,C
45.3050344252251,-118.572850251448,OSUX83041,172839791,C
45.3063630448888,-118.574417734209,OSUX83041,172843501,C
45.3047697521158,-118.572460258412,OSUX83041,172847187,C
45.307607001905,-118.582106005695,OSUX83041,172850830,C
45.3070671216934,-118.582090983509,OSUX83041,172854460,C
45.3076017010287,-118.582488549493,OSUX83041,172858076,C
45.3076017010287,-118.582488549493,OSUX83041,172861697,C
45.3070618209163,-118.582473523679,OSUX83041,172865187,C
45.3008902662219,-118.579623266014,OSUX83041,172873597,C
45.3008849742686,-118.580005765099,OSUX83041,172877265,C
45.3014407279258,-118.578873255803,OSUX83041,172882301,C
45.3022452606406,-118.57927824738,OSUX83041,172886079,C
45.3025099103785,-118.579668253884,OSUX83041,172889874,C
45.307607001905,-118.582106005695,OSUX83041,172896870,C
45.3055848436758,-118.572100120883,OSUX83041,172907250,C
45.3053043666352,-118.5728577181,OSUX83041,172911580,C
45.3053149021809,-118.572092657755,OSUX83041,172915907,C
45.3050344252251,-118.572850251448,OSUX83041,172925129,C
45.3044892728176,-118.573217843035,OSUX83041,172928719,C
45.306108920941,-118.573262654143,OSUX83041,172932345,C
45.3050291555805,-118.573232779648,OSUX83041,172936000,C
45.3050291555805,-118.573232779648,OSUX83041,172939666,C
45.3061036498184,-118.573645189494,OSUX83041,172943244,C
45.3039441192718,-118.573585427682,OSUX83041,172950625,C
45.2996092380347,-118.574613399174,OSUX83041,172954425,C
45.294125867575,-118.580583218605,OSUX83041,172958382,C
45.294660454753,-118.580980676769,OSUX83041,172962235,C
45.2943958084983,-118.580590719105,OSUX83041,172966066,C
45.2941311608504,-118.580200765066,OSUX83041,172970189,C
45.2943958084983,-118.580590719105,OSUX83041,172974128,C
45.2943958084983,-118.580590719105,OSUX83041,172977896,C
45.2966346067794,-118.574913667936,OSUX83041,172985026,C
45.2963752128798,-118.574141254414,OSUX83041,172988489,C
45.2963752128798,-118.574141254414,OSUX83041,172991943,C
45.2963646652245,-118.574906193786,OSUX83041,172996018,C
45.2960894479571,-118.575281187456,OSUX83041,173005897,C
45.2963593894764,-118.575288663313,OSUX83041,173015099,C
45.2955390098365,-118.576031163916,OSUX83041,173018833,C
45.2944592439062,-118.576001247885,OSUX83041,173026388,C
45.2947291854094,-118.576008726734,OSUX83041,173030142,C
45.2944539646632,-118.576383704403,OSUX83041,173033760,C
45.2941945803026,-118.575611314332,OSUX83041,173042017,C
45.294723906117,-118.576391185065,OSUX83041,173045790,C
45.2941152771836,-118.581348125364,OSUX83041,173049660,C
45.2935700984772,-118.581715567025,OSUX83041,173053544,C
45.2943852180078,-118.58135562949,OSUX83041,173057422,C
45.2974021879479,-118.577995902302,OSUX83041,173061216,C
45.2968464435892,-118.579128341062,OSUX83041,173065012,C
45.2963171374021,-118.578348415722,OSUX83041,173068624,C
45.2944011018233,-118.580208263753,OSUX83041,173072219,C
45.2946710427823,-118.580215762546,OSUX83041,173075708,C
45.294660454753,-118.580980676769,OSUX83041,173079317,C
45.2949409837275,-118.580223261445,OSUX83041,173083661,C
45.294660454753,-118.580980676769,OSUX83041,173088430,C
45.2946869152247,-118.579068390415,OSUX83041,173093422,C
45.2938612198638,-118.580193266485,OSUX83041,173102190,C
45.2952162168524,-118.579848299553,OSUX83041,173105718,C
45.2952796233164,-118.575258760518,OSUX83041,173109489,C
45.2960788927189,-118.576046122567,OSUX83041,173113055,C
45.2971692139518,-118.575311091521,OSUX83041,173116739,C
45.297174489848,-118.574928616554,OSUX83041,173120212,C
45.297439155416,-118.575318567802,OSUX83041,173123731,C
45.294464521869,-118.575618791262,OSUX83041,173127445,C
45.2980054057215,-118.573421117586,OSUX83041,173260935,C
45.2988046872669,-118.574208492932,OSUX83041,173274615,C
45.2929612404127,-118.586672343803,OSUX83041,173406958,C
45.2865357379194,-118.582667662167,OSUX83041,173479288,C
45.2870650167567,-118.583447490303,OSUX83041,173483206,C
45.2963857554141,-118.573376314619,OSUX83041,173506028,C
45.2868480400312,-118.579615935925,OSUX83041,173595424,C
45.2966134959079,-118.576443552664,OSUX83041,173620842,C
45.2933160447224,-118.580560717742,OSUX83041,173631784,C
45.2936018613757,-118.579420867867,OSUX83041,173643005,C
45.2952637889833,-118.576406146707,OSUX83041,173707597,C
45.2814174520445,-118.581760287161,OSUX83041,173733017,C
45.2870376513391,-118.565849296227,OSUX83041,173802812,C
45.28742492227,-118.576954062796,OSUX83041,173855971,C
45.2827618611785,-118.582180178909,OSUX83041,173911844,C
45.2866887635622,-118.591088030742,OSUX83041,174032581,C
45.2866781041766,-118.591852833653,OSUX83041,174051780,C
45.2931406533918,-118.593181445335,OSUX83041,174107423,C
45.28337476883,-118.596350765465,OSUX83041,174119755,C
45.2900589930117,-118.60112918506,OSUX83041,174158613,C
45.2522460459151,-118.60159535413,OSUX83041,174242198,C
45.2519546539945,-118.603116430635,OSUX83041,174281283,C
45.2508426792117,-118.605378998401,OSUX83041,174429993,C
45.2508856220089,-118.602321728728,OSUX83041,174446326,C
45.2570405385523,-118.606318378204,OSUX83041,174462262,C
45.256516783875,-118.605156564383,OSUX83041,174485810,C
45.2547397453762,-118.597077436018,OSUX83041,174614304,C
45.2538549626247,-118.602405248636,OSUX83041,174618457,C
45.2533097188093,-118.602772237598,OSUX83041,174622650,C
45.2527591075772,-118.603521391178,OSUX83041,174626521,C
45.2554316526256,-118.605508326133,OSUX83041,174630452,C
45.2575857932855,-118.605951400458,OSUX83041,174634556,C
45.2573158539443,-118.605943789413,OSUX83041,174639270,C
45.257321228753,-118.605561587769,OSUX83041,174644477,C
45.2573051004913,-118.60670819238,OSUX83041,174649722,C
45.257299721847,-118.607090393702,OSUX83041,174654887,C
45.2583848573706,-118.606738651682,OSUX83041,174659102,C
45.261872540029,-118.608366584015,OSUX83041,174666785,C
45.260528228885,-118.607946244245,OSUX83041,174670593,C
45.260528228885,-118.607946244245,OSUX83041,174674459,C
45.2501560965503,-118.596566635075,OSUX83041,177046451,C
45.2522514057073,-118.601213185678,OSUX83041,177070764,C
45.2483358615638,-118.591545821377,OSUX83041,177107656,C
45.2569952899077,-118.590258360599,OSUX83041,177156993,C
45.2504046533882,-118.598102827463,OSUX83041,177162844,C
45.2553009989712,-118.595563813641,OSUX83041,177171501,C
45.2572811945147,-118.58911928424,OSUX83041,177195682,C
45.2601812868476,-118.594171042806,OSUX83041,177205396,C
45.2337802760351,-118.589610608008,OSUX83041,177251836,C
45.2351353071948,-118.589266190542,OSUX83041,177283964,C
45.2204945157959,-118.593443426875,OSUX83041,177305831,C
45.2180969863971,-118.591083905201,OSUX83041,177369170,C
45.2175464533944,-118.591832720471,OSUX83041,177373503,C
45.2167898046992,-118.587990791673,OSUX83041,177382098,C
45.2148629883166,-118.590611629524,OSUX83041,177386067,C
45.2062088312673,-118.591516399671,OSUX83041,177413960,C
45.2094853848091,-118.588933570443,OSUX83041,177431544,C
45.2094906983393,-118.588551686098,OSUX83041,177435461,C
45.203562550105,-118.587622669122,OSUX83041,177480330,C
45.1979242639822,-118.565694403661,OSUX83041,177526282,C
45.1922396560838,-118.56668424247,OSUX83041,177534388,C
45.2216110070506,-118.511320218065,OSUX83041,204579230,C
45.2218860153502,-118.51094539052,OSUX83041,204928365,C
45.2234905644424,-118.512134280814,OSUX83041,204935598,C
45.2242903033705,-118.51291974996,OSUX83041,205048383,C
45.2272091021364,-118.516818703022,OSUX83041,205078731,C
45.2277388546865,-118.517597104592,OSUX83041,205085546,C
45.2304129706979,-118.519579145668,OSUX83041,205584239,C
45.2545604715923,-118.531310860383,OSUX83041,206396454,C
45.2547513203201,-118.576813957707,OSUX83041,206403605,C
45.2435609076386,-118.565800985671,OSUX83041,206456884,C
45.24557324053,-118.576559960437,OSUX83041,206470997,C
45.2471453638772,-118.580044022628,OSUX83041,206478091,C
45.2441389450173,-118.582636512683,OSUX83041,206500415,C
45.2474153071002,-118.580051508304,OSUX83041,206514711,C
45.2474205943675,-118.579669368249,OSUX83041,206522776,C
45.2506493355612,-118.580523506327,OSUX83041,206531222,C
45.2445040145544,-118.575765844104,OSUX83041,206575889,C
45.2442762157815,-118.572701420408,OSUX83041,206585201,C
45.2472824161631,-118.570108393909,OSUX83041,206599600,C
45.2478538105038,-118.567830402101,OSUX83041,206607238,C
45.2475681189444,-118.568969403852,OSUX83041,206638457,C
45.2478380635839,-118.568976837183,OSUX83041,206645844,C
45.2472876701505,-118.56972625292,OSUX83041,206653024,C
45.245906405549,-118.571981860382,OSUX83041,206660276,C
45.2475208096086,-118.572408687139,OSUX83041,206668185,C
45.2465303045083,-118.565882581606,OSUX83041,206757028,C
45.2454505240212,-118.565852908888,OSUX83041,206764647,C
45.248086994226,-118.570512856491,OSUX83041,206772062,C
45.2478275592467,-118.569741126712,OSUX83041,206780353,C
45.2483779528216,-118.56899170416,OSUX83041,206797897,C
45.2475523606688,-118.570115832561,OSUX83041,206813188,C
45.2475523606688,-118.570115832561,OSUX83041,206820791,C
45.2442867392882,-118.571937179584,OSUX83041,206836926,C
45.2432647472539,-118.567704142004,OSUX83041,206851890,C
45.2470282296241,-118.568954537505,OSUX83041,206859442,C
45.2476310370156,-118.564383679559,OSUX83041,206868059,C
45.2461342224196,-118.575046369586,OSUX83041,206876913,C
45.2448844170906,-118.567748700925,OSUX83041,206885111,C
45.2440955574848,-118.566197940689,OSUX83041,206892667,C
45.2438413301808,-118.565044165584,OSUX83041,206900539,C
45.2435294453518,-118.568093684425,OSUX83041,206924418,C
45.2438413301808,-118.565044165584,OSUX83041,207350335,C
45.2439852093031,-118.574222443509,OSUX83041,207358331,C
45.2451700959591,-118.566609746009,OSUX83041,207365913,C
45.2462708375933,-118.565110893343,OSUX83041,207373317,C
45.2460165999269,-118.563957078478,OSUX83041,207398410,C
45.2474499098168,-118.557879830207,OSUX83041,207414049,C
45.2476160946612,-118.545651159605,OSUX83041,207624714,C
45.2500456228275,-118.545717069388,OSUX83041,207687976,C
45.2500559667944,-118.544952741386,OSUX83041,207695916,C
45.2516911594352,-118.543850138851,OSUX83041,207753017,C
45.2498891766602,-118.537302154691,OSUX83041,207776108,C
45.2504496443337,-118.535788049904,OSUX83041,207783771,C
45.2501333835655,-118.539220268181,OSUX83041,207791744,C
45.245957928719,-118.528403724695,OSUX83041,207848746,C
45.2469967659904,-118.53148985977,OSUX83041,207856669,C
45.246212527798,-118.529557389217,OSUX83041,207872504,C
45.2467421867956,-118.530336171157,OSUX83041,207880518,C
45.2507298707686,-118.535030986193,OSUX83041,207905314,C
45.2516911594352,-118.543850138851,OSUX83041,207923920,C
